job_description,sentiment,transformed_text
"Prospect Research and Data Analyst California State University Los Angeles, CA Unknown",negative,prospect research data analyst california state univers lo angel ca unknown
"Healthcare Data Analyst II Inland Empire Health Plan Rancho Cucamonga, CA Unknown",negative,healthcar data analyst ii inland empir health plan rancho cucamonga ca unknown
"Business Analyst I California State University Los Angeles, CA Unknown",negative,busi analyst california state univers lo angel ca unknown
"OSP - GIS Data Analyst/ OSP GIS Specialist Global Software Resources Oakland, CA Unknown",negative,osp gi data osp gi specialist global softwar resourc oakland ca unknown
"Research Data Analyst University of California San Francisco San Francisco, CA Unknown",negative,research data analyst univers california san francisco san francisco ca unknown
"Senior Associate, Data Science and Analytics Razorfish Los Angeles, CA Senior",neutral,senior associ data scienc analyt razorfish lo angel ca senior
Energy Business Analyst I - Energy Services American Honda Motor Co California Unknown,negative,energi busi analyst energi servic american honda motor co california unknown
"Data System Analyst UCLA Health Los Angeles, CA Unknown",negative,data system analyst ucla health lo angel ca unknown
"Senior Business Analyst Stanford University Redwood City, CA Senior",neutral,senior busi analyst stanford univers redwood citi ca senior
"Data Analyst Full Circle Health Network Sacramento, CA Unknown",negative,data analyst full circl health network sacramento ca unknown
"Business Analyst I California State University, Los Angeles Los Angeles, CA Unknown",negative,busi analyst california state univers lo angel lo angel ca unknown
"Medical Economics Analyst - REMOTE Molina Healthcare Long Beach, CA Unknown",negative,medic econom analyst remot molina healthcar long beach ca unknown
"Data Analyst - SQL, dbt, Tableau NTWRK Los Angeles, CA Unknown",negative,data analyst sql dbt tableau ntwrk lo angel ca unknown
"Business Analyst II Pennymac Moorpark, CA Unknown",negative,busi analyst ii pennymac moorpark ca unknown
"BI Analyst- Analytics BayOne Mountain View, CA Unknown",negative,bi analyt bayon mountain view ca unknown
"RESEARCH ANALYST II San Jose/Evergreen Community College District San Jose, CA Unknown",negative,research analyst ii san commun colleg district san jose ca unknown
"Financial Analyst (7709U) Job 60171 - The College of Computing, Data Science, and Society (CDSS) University of California Berkeley Berkeley, CA Unknown",negative,financi analyst 7709u job 60171 colleg comput data scienc societi cdss univers california berkeley berkeley ca unknown
"Analyst, Receipt Management (Allocation/Analytics) Ross Stores Dublin, CA Unknown",negative,analyst receipt manag ross store dublin ca unknown
"Research Analyst for State and Local Government Initiative Stanford University Stanford, CA Unknown",negative,research analyst state local govern initi stanford univers stanford ca unknown
"End-to-End Order to Cash Business Analyst INTEL Santa Clara, CA Unknown",negative,order cash busi analyst intel santa clara ca unknown
"Data Analyst I REGAL MEDICAL GROUP, INC Northridge, CA Unknown",neutral,data analyst regal medic group inc northridg ca unknown
"Senior Clinical Data Visualization Specialist - Remote ASK Consulting South San Francisco, CA Senior",neutral,senior clinic data visual specialist remot ask consult south san francisco ca senior
"Senior Finance Data Analyst Thermo Fisher Scientific Carlsbad, CA Senior",neutral,senior financ data analyst thermo fisher scientif carlsbad ca senior
"Marketing Data Analyst ADC Solutions USA, LLC Horizon Brands Costa Mesa, CA Unknown",negative,market data analyst adc solut usa llc horizon brand costa mesa ca unknown
"Business Analyst UC San Diego San Diego, CA Unknown",negative,busi analyst uc san diego san diego ca unknown
"Lead Business Analyst - Remote, US Earnest Current Job Openings San Francisco, CA Unknown",positive,lead busi analyst remot us earnest current job open san francisco ca unknown
"RESEARCH DATA ANALYST II Covered California Sacramento, CA Unknown",negative,research data analyst ii cover california sacramento ca unknown
"Sr. Data Analyst iTradeNetwork, Inc. Salinas, CA Unknown",negative,data analyst itradenetwork salina ca unknown
"Data Analyst - Data Quality & Governance Early Warning Services San Francisco, CA Unknown",negative,data analyst data qualiti govern earli warn servic san francisco ca unknown
"GIS Analyst I/II Merced County, CA Merced, CA Unknown",negative,gi analyst merc counti ca merc ca unknown
"Staff Business Data Analysis Intuit San Diego, CA Unknown",negative,staff busi data analysi intuit san diego ca unknown
"Staff NPI Data Analyst Rivian Tustin, CA Unknown",negative,staff npi data analyst rivian tustin ca unknown
"Healthcare Data Analyst Milliman San Diego, CA Unknown",negative,healthcar data analyst milliman san diego ca unknown
"Staff Services Analyst I/II Shasta County Redding, CA Unknown",negative,staff servic analyst shasta counti red ca unknown
"Senior Business Intelligence Strategic Analyst PG&E Corporation Oakland, CA Senior",positive,senior busi intellig strateg analyst pg e corpor oakland ca senior
"Lead Business Analyst (remote) Molina Healthcare Long Beach, CA Unknown",neutral,lead busi analyst remot molina healthcar long beach ca unknown
"Business Analyst II Redwood Credit Union Napa, CA Unknown",negative,busi analyst ii redwood credit union napa ca unknown
"Customer Master Data Analyst Dole Packaged Foods Westlake Village, Los Angeles, CA Unknown",neutral,custom master data analyst dole packag food westlak villag lo angel ca unknown
"End-to-End Forecast to Stock Business Analyst INTEL Folsom, CA Unknown",negative,forecast stock busi analyst intel folsom ca unknown
"Business Analyst II SchoolsFirst FCU Tustin, CA Unknown",negative,busi analyst ii schoolsfirst fcu tustin ca unknown
"Data Analyst II Fanatics Los Angeles, CA Unknown",negative,data analyst ii fanat lo angel ca unknown
"Data Integrity Analyst 30k.com Covina, CA Unknown",negative,data integr analyst covina ca unknown
"Business Analyst Department of Industrial Relations Sacramento, CA Unknown",negative,busi analyst depart industri relat sacramento ca unknown
"DC Business Analyst Centric Brands Chino, CA Unknown",negative,dc busi analyst centric brand chino ca unknown
Financial Data Analyst II Health Net California Unknown,negative,financi data analyst ii health net california unknown
"Financial Data Analyst Thermo Fisher Scientific Carlsbad, CA Unknown",negative,financi data analyst thermo fisher scientif carlsbad ca unknown
"Principal Business Data Analyst Intuit Mountain View, CA Unknown",negative,princip busi data analyst intuit mountain view ca unknown
"Financial Analyst - Hybrid/Remote UC San Diego Health San Diego, CA Unknown",negative,financi analyst uc san diego health san diego ca unknown
"Business Analyst III - Hybrid Panasonic Avionics Corporation Irvine, CA Unknown",negative,busi analyst iii hybrid panason avion corpor irvin ca unknown
"Senior Business Decision Analyst Partnership HealthPlan of California Fairfield, CA Senior",neutral,senior busi decis analyst partnership healthplan california fairfield ca senior
"Specialist IS Business Analyst (US Remote) Amgen Thousand Oaks, CA Unknown",negative,specialist busi analyst us remot amgen thousand oak ca unknown
"Business Analyst Realty Income San Diego, CA Unknown",negative,busi analyst realti incom san diego ca unknown
"Financial Analyst Curo Pet Care San Francisco, CA Unknown",negative,financi analyst curo pet care san francisco ca unknown
"Operations Data Analyst KARL STORZ El Segundo, CA Unknown",negative,oper data analyst karl storz el segundo ca unknown
"Data & Reporting Analyst City of Hope Duarte, CA Unknown",negative,data report analyst citi hope duart ca unknown
"Business Systems Analyst Lawrence Berkeley National Laboratory San Francisco, CA Unknown",negative,busi system analyst lawrenc berkeley nation laboratori san francisco ca unknown
"Sr. Business Analyst Synopsys Mountain View, CA Unknown",negative,busi analyst synopsi mountain view ca unknown
"Sr Business Analyst - REMOTE Molina Healthcare Long Beach, CA Unknown",negative,sr busi analyst remot molina healthcar long beach ca unknown
Research Data Analyst Calbright College California Unknown,negative,research data analyst calbright colleg california unknown
"Prospect Research and Data Analyst California State University, Los Angeles Los Angeles, CA Unknown",negative,prospect research data analyst california state univers lo angel lo angel ca unknown
"Sr. Analyst, (ESG) Data Management Herbalife Los Angeles, CA Unknown",negative,analyst esg data manag herbalif lo angel ca unknown
"Business Intelligence Analyst Fieldwire San Francisco, CA Unknown",neutral,busi intellig analyst fieldwir san francisco ca unknown
"Senior Sales & Operations Analyst Vans Costa Mesa, CA Senior",neutral,senior sale oper analyst van costa mesa ca senior
Business Analyst Telnet Inc California Unknown,negative,busi analyst telnet inc california unknown
"Marketing Data and Pricing Analyst See's Candies San Francisco, CA Unknown",negative,market data price analyst see candi san francisco ca unknown
"Sr. Business Analyst Disney Entertainment & ESPN Technology Santa Monica, CA Unknown",negative,busi analyst disney entertain espn technolog santa monica ca unknown
"Analyst, Strategic Planning & Business Development - Strategy Keck Medical Center of USC Los Angeles, CA Unknown",negative,analyst strateg plan busi develop strategi keck medic center usc lo angel ca unknown
"BI Analyst Acceldata Campbell, CA Unknown",negative,bi analyst acceldata campbel ca unknown
"Staff Business Data Analyst - Risk Strategy Intuit Mountain View, CA Unknown",negative,staff busi data analyst risk strategi intuit mountain view ca unknown
"Clinical Systems Analyst Hybrid Stanford Health Care Palo Alto, CA Unknown",negative,clinic system analyst hybrid stanford health care palo alto ca unknown
"Senior Contract Management Analyst PG&E Corporation Oakland, CA Senior",neutral,senior contract manag analyst pg e corpor oakland ca senior
"Finance & Analytics Analyst (SQL/Adv Excel) Molina Healthcare Long Beach, CA Unknown",neutral,financ analyt analyst excel molina healthcar long beach ca unknown
"Analyst, Digital Marketing Analytics CMI Media Group Costa Mesa, CA Unknown",negative,analyst digit market analyt cmi media group costa mesa ca unknown
"Management Analyst City of Palos Verdes Estates, CA Palos Verdes Estates, CA Unknown",negative,manag analyst citi palo verd estat ca palo verd estat ca unknown
"BI Analyst III Herbalife Torrance, CA Unknown",negative,bi analyst iii herbalif torranc ca unknown
"TMGF Order to Cash Data and Reporting Analyst INTEL Folsom, CA Unknown",negative,tmgf order cash data report analyst intel folsom ca unknown
"Business Analyst II Hyundai Autoever America Fountain Valley, CA Unknown",negative,busi analyst ii hyundai autoev america fountain valley ca unknown
"Business Intelligence Analyst BluPeak Credit Union San Diego, CA Unknown",neutral,busi intellig analyst blupeak credit union san diego ca unknown
"Data Analyst Dew Software Oakland, CA Unknown",negative,data analyst dew softwar oakland ca unknown
"TMGF Order to Cash Customer Master Data Business Analyst INTEL Santa Clara, CA Unknown",neutral,tmgf order cash custom master data busi analyst intel santa clara ca unknown
"Business Intelligence Analyst Tricon Residential Tustin, CA Unknown",neutral,busi intellig analyst tricon residenti tustin ca unknown
"Business Analyst II KARL STORZ El Segundo, CA Unknown",negative,busi analyst ii karl storz el segundo ca unknown
"Senior Business Analyst (Hybrid) Stryker San Jose, CA Senior",neutral,senior busi analyst hybrid stryker san jose ca senior
"Healthcare Data Analyst I - Quality Systems(hybrid) Inland Empire Health Plan Rancho Cucamonga, CA Unknown",negative,healthcar data analyst qualiti system hybrid inland empir health plan rancho cucamonga ca unknown
"Financial Analyst T.E.G. Tustin, CA Unknown",negative,financi analyst tustin ca unknown
"Supply Network Planning Business Analyst INTEL Folsom, CA Unknown",negative,suppli network plan busi analyst intel folsom ca unknown
Business Intelligence Analyst 1 Community Health System - CA California Unknown,neutral,busi intellig analyst 1 commun health system ca california unknown
"Clinical Data Analyst III L.A. Care Health Plan Los Angeles, CA Unknown",negative,clinic data analyst iii care health plan lo angel ca unknown
"Sr. Analyst, Marketing Analytics Petco San Diego, CA Unknown",negative,analyst market analyt petco san diego ca unknown
"IT Business Analyst Cetera Financial Group El Segundo, CA Unknown",negative,busi analyst cetera financi group el segundo ca unknown
"Business Analyst, Ascend Program UCLA Los Angeles, CA Unknown",negative,busi analyst ascend program ucla lo angel ca unknown
"Service Desk Analyst - IS Client Services Keck Medical Center of USC Los Angeles, CA Unknown",negative,servic desk analyst client servic keck medic center usc lo angel ca unknown
"IT Analyst I/II City of Fairfield, CA Fairfield, CA Unknown",negative,analyst citi fairfield ca fairfield ca unknown
STAFF SERVICES ANALYST Department of Water Resources United States Unknown,negative,staff servic analyst depart water resourc unit state unknown
"US Carrier Business Planning & Strategic Insights Lead Apple Cupertino, CA Unknown",neutral,us carrier busi plan strateg insight lead appl cupertino ca unknown
"Administrative Analyst California State University Pomona, CA Unknown",negative,administr analyst california state univers pomona ca unknown
"Health Policy Analyst Loma Linda University Health Loma Linda, CA Unknown",negative,health polici analyst loma linda univers health loma linda ca unknown
"Supplier Compliance Analyst Tesla Fremont, CA Unknown",negative,supplier complianc analyst tesla fremont ca unknown
"Staff Services Analyst I/II - Quality Management Services Humboldt County Eureka, CA Unknown",negative,staff servic analyst qualiti manag servic humboldt counti eureka ca unknown
"IT Business Analyst USC Los Angeles, CA Unknown",negative,busi analyst usc lo angel ca unknown
"Analyst CEDARS-SINAI Los Angeles, CA Unknown",negative,analyst lo angel ca unknown
Business Analyst Nixon Webtech California Unknown,negative,busi analyst nixon webtech california unknown
"Associate Sourcing Analyst E. & J. Gallo Modesto, CA Unknown",negative,associ sourc analyst gallo modesto ca unknown
"Data Analyst School Police Los Angeles Unified School District Los Angeles, CA Unknown",negative,data analyst school polic lo angel unifi school district lo angel ca unknown
"Quality Improvement Analyst Santa Clara Family Health Plan San Jose, CA Unknown",neutral,qualiti improv analyst santa clara famili health plan san jose ca unknown
"Administrative Analyst (WW/DR Admin) City of Sacramento Sacramento, CA Unknown",negative,administr analyst admin citi sacramento sacramento ca unknown
"IT Data Analyst - Research Administration Rady Children's Hospital-San Diego San Diego, CA Unknown",negative,data analyst research administr radi children diego san diego ca unknown
"Business Analyst California Public Employees' Retirement System (CalPERS) Sacramento, CA Unknown",negative,busi analyst california public employe retir system calper sacramento ca unknown
"Analyst I, Complaint Handling Olympus Corporation of the Americas San Jose, CA Unknown",negative,analyst complaint handl olympu corpor america san jose ca unknown
"STAFF SERVICES ANALYST California Governor's Office of Emergency Services Sacramento, CA Unknown",negative,staff servic analyst california governor offic emerg servic sacramento ca unknown
"Associate Business Analyst Avvo Los Angeles, CA Unknown",negative,associ busi analyst avvo lo angel ca unknown
"Senior Business Analyst, Enterprise Document Management Sony Pictures Entertainment, Inc. Culver City, CA Senior",neutral,senior busi analyst enterpris document manag soni pictur entertain culver citi ca senior
"IT Business Analyst Encantado Technical Solutions Livermore, CA Unknown",negative,busi analyst encantado technic solut livermor ca unknown
"Principal Strategic Planning & Business Development Analyst - Strategy Keck Medical Center of USC Los Angeles, CA Unknown",negative,princip strateg plan busi develop analyst strategi keck medic center usc lo angel ca unknown
"Risk Management Analyst City of Santa Rosa, CA Santa Rosa, CA Unknown",negative,risk manag analyst citi santa rosa ca santa rosa ca unknown
"Senior Operations Analyst Beyond Yoga San Francisco, CA Senior",neutral,senior oper analyst beyond yoga san francisco ca senior
"Business Analyst, Experienced (Short Term Employment) Blue Shield of California Oakland, CA Unknown",negative,busi analyst experienc short term employ blue shield california oakland ca unknown
"Scheduling and Enrollment Planning Analyst South Orange County Community College District Irvine, CA Unknown",negative,schedul enrol plan analyst south orang counti commun colleg district irvin ca unknown
"Data Analyst III Fanatics Los Angeles, CA Unknown",negative,data analyst iii fanat lo angel ca unknown
"IT Data Analyst (Excel & SQL) Global Solution Group, Inc San Diego, CA Unknown",neutral,data analyst excel sql global solut group inc san diego ca unknown
"Sr Supply planning Analyst NEXTracker Fremont, CA Unknown",negative,sr suppli plan analyst nextrack fremont ca unknown
"Data Analyst, Pricing Lyft San Francisco, CA Unknown",negative,data analyst price lyft san francisco ca unknown
"Human Resources Analyst I/II City of Anaheim, CA Anaheim, CA Unknown",negative,human resourc analyst citi anaheim ca anaheim ca unknown
"TMGF Order to Cash : Capacity Allocation Process and Order Confirmation Business Analyst INTEL Folsom, CA Unknown",negative,tmgf order cash capac alloc process order confirm busi analyst intel folsom ca unknown
"Business Analyst II California State University, Los Angeles Los Angeles, CA Unknown",negative,busi analyst ii california state univers lo angel lo angel ca unknown
"Administrative Analyst California State University San Jose, CA Unknown",negative,administr analyst california state univers san jose ca unknown
"ICM Clinical Analytics Analyst I Sharp Healthcare San Diego, CA Unknown",neutral,icm clinic analyt analyst sharp healthcar san diego ca unknown
Population Health Senior Data Analyst MCHC Health Centers California Senior,neutral,popul health senior data analyst mchc health center california senior
"Sr. Business Analyst American Honda Motor Co Torrance, CA Unknown",negative,busi analyst american honda motor co torranc ca unknown
"Senior Data Analyst, Content Crunchyroll, LLC Culver City, CA Senior",neutral,senior data analyst content crunchyrol llc culver citi ca senior
"Agile Operations Analyst G2 Ops, Inc. San Diego, CA Unknown",neutral,agil oper analyst g2 op san diego ca unknown
"BUSINESS ANALYST CONSULTANT MI-GSO | PCUBED San Francisco, CA Unknown",negative,busi analyst consult pcube san francisco ca unknown
"Business Analyst 1 BAKERSFIELD FAMILY MEDICAL GROUP, INC. Bakersfield, CA Unknown",negative,busi analyst 1 bakersfield famili medic group bakersfield ca unknown
"Quality Assurance and Process Improvement Analyst UC San Diego San Diego, CA Unknown",positive,qualiti assur process improv analyst uc san diego san diego ca unknown
"Healthcare Data Analyst Families Together of Orange County Tustin, CA Unknown",negative,healthcar data analyst famili togeth orang counti tustin ca unknown
"Principal Data Product Analyst Medtronic Northridge, CA Unknown",negative,princip data product analyst medtron northridg ca unknown
"Sr. Data Compliance Analyst University of California - Irvine Irvine, CA Unknown",negative,data complianc analyst univers california irvin irvin ca unknown
"Senior Product Analyst Postman San Francisco, CA Senior",neutral,senior product analyst postman san francisco ca senior
"Supplier Operations Analyst Intelliswift Software, Inc. San Rafael, CA Unknown",negative,supplier oper analyst intelliswift softwar san rafael ca unknown
"Data Analyst - Ad Tech - Remote Motive Interactive San Diego, CA Unknown",negative,data analyst ad tech remot motiv interact san diego ca unknown
"Data Analyst (L5), Business Intelligence Engineering Netflix Los Gatos, CA Unknown",neutral,data analyst l5 busi intellig engin netflix lo gato ca unknown
"Sr Supply Chain Analyst Fender Los Angeles, CA Unknown",negative,sr suppli chain analyst fender lo angel ca unknown
"Sr Provider Data Analyst (Quest Analytics) Molina Healthcare Long Beach, CA Unknown",negative,sr provid data analyst quest analyt molina healthcar long beach ca unknown
Senior Product Data Analyst (Gaming) Super Free Games California Senior,positive,senior product data analyst game super free game california senior
"Treasury Ops Data Analyst AARP Lakewood, CA Unknown",negative,treasuri op data analyst aarp lakewood ca unknown
"Analyst, Appeals & Grievances Molina Healthcare Long Beach, CA Unknown",negative,analyst appeal grievanc molina healthcar long beach ca unknown
"Sr. Business Analyst, Analytics Axos Bank San Diego, CA Unknown",negative,busi analyst analyt axo bank san diego ca unknown
"Sr Analyst, Quality Analytics & Performance Improvement (Remote) Molina Healthcare Long Beach, CA Unknown",neutral,sr analyst qualiti analyt perform improv remot molina healthcar long beach ca unknown
"Application Development Analyst – Data Intelligence (JO#6098) Judicial Council of California San Francisco, CA Unknown",neutral,applic develop analyst data intellig jo 6098 judici council california san francisco ca unknown
"Principal Business Data Analysis Intuit Mountain View, CA Unknown",negative,princip busi data analysi intuit mountain view ca unknown
"Senior GeoSpatial Data Analyst (Hybrid) First American Financial Corporation Santa Ana, CA Senior",neutral,senior geospati data analyst hybrid first american financi corpor santa ana ca senior
"Business Data Analyst Los Angeles Regional Food Bank Los Angeles, CA Unknown",negative,busi data analyst lo angel region food bank lo angel ca unknown
"Data Systems Analyst 3 - ACO - MSSP - F/T - Days UC Irvine Health Orange, CA Unknown",negative,data system analyst 3 aco mssp day uc irvin health orang ca unknown
"Data Visualization / Business Intelligence Analyst (3019) SMX Port Hueneme, CA Unknown",neutral,data visual busi intellig analyst 3019 smx port huenem ca unknown
"Educational Technology Analyst Merced College Merced, CA Unknown",negative,educ technolog analyst merc colleg merc ca unknown
"Sales Operations - Sales Operations Analyst - Data & Business Intelligence Associate [c] Data & Business Intelligence Associate [c] eTeam Inc. San Francisco, CA Unknown",positive,sale oper sale oper analyst data busi intellig associ c data busi intellig associ c eteam san francisco ca unknown
"Research Data Analyst 1 Stanford University Stanford, CA Unknown",negative,research data analyst 1 stanford univers stanford ca unknown
"Senior Human Resources Analyst State Bar of California Los Angeles, CA Senior",neutral,senior human resourc analyst state bar california lo angel ca senior
"Information Technology Associate - Data Analyst California Office of the Inspector General Sacramento, CA Unknown",negative,inform technolog associ data analyst california offic inspector gener sacramento ca unknown
"Senior Human Resources Data Analyst Midland Credit Management, Inc. San Diego, CA Senior",neutral,senior human resourc data analyst midland credit manag san diego ca senior
"Senior Management Analyst (Human Resources Division) City of La Mesa, CA La Mesa, CA Senior",neutral,senior manag analyst human resourc divis citi la mesa ca la mesa ca senior
"Enterprise Business Analyst City of Bakersfield, CA Bakersfield, CA Unknown",negative,enterpris busi analyst citi bakersfield ca bakersfield ca unknown
"Customer Relationship Management Business Analyst Ctc Global Corporation Irvine, CA Unknown",negative,custom relationship manag busi analyst ctc global corpor irvin ca unknown
"Behavioral Health & Recovery Services Analyst II-Alcohol & Other Drug Services (Open & Promotional) County of San Mateo San Mateo, CA Unknown",neutral,behavior health recoveri servic analyst drug servic open promot counti san mateo san mateo ca unknown
"Supplier Operations Analyst (TEMPORARY) BioMarin San Rafael, CA Unknown",negative,supplier oper analyst temporari biomarin san rafael ca unknown
"Financial Analyst, Full Time, Day Shift, Market Finance - Rideout Adventist Health Marysville, CA Unknown",negative,financi analyst full time day shift market financ rideout adventist health marysvil ca unknown
"Senior Business/Data Analyst- Full time- Sharp Health Plan-San Diego Sharp Healthcare San Diego, CA Senior",positive,senior full sharp health diego sharp healthcar san diego ca senior
"Senior Business Analyst NVIDIA Santa Clara, CA Senior",neutral,senior busi analyst nvidia santa clara ca senior
Organizational Program Analyst* San Bernardino County United States Unknown,negative,organiz program analyst san bernardino counti unit state unknown
"IT Security Analyst 5 - UC Health Data Warehouse - F/T Remote UC Irvine Health Anaheim, CA Unknown",negative,secur analyst 5 uc health data warehous remot uc irvin health anaheim ca unknown
"Data Analytics Sales Specialist, Google Public Sector Google Sunnyvale, CA Unknown",negative,data analyt sale specialist googl public sector googl sunnyval ca unknown
"Business Analysts & Investor Relations Doceree Delhi, CA Unknown",negative,busi analyst investor relat docere delhi ca unknown
"Sr. Business Analyst BayOne San Francisco, CA Unknown",negative,busi analyst bayon san francisco ca unknown
"SOC Analyst (Hybrid) First American Financial Corporation Santa Ana, CA Unknown",negative,soc analyst hybrid first american financi corpor santa ana ca unknown
"Data Compliance and Access Operations Analyst TikTok San Jose, CA Unknown",negative,data complianc access oper analyst tiktok san jose ca unknown
"ERM Program/Reporting Analyst City National Bank Los Angeles, CA Unknown",negative,erm analyst citi nation bank lo angel ca unknown
"Sales Ops Analyst Toshiba America Business Solutions, Inc. Lake Forest, CA Unknown",negative,sale op analyst toshiba america busi solut lake forest ca unknown
"Provider Network Operations Analyst Gold Coast Health Plan Camarillo, CA Unknown",neutral,provid network oper analyst gold coast health plan camarillo ca unknown
"Program Analyst, Population Health Gold Coast Health Plan Camarillo, CA Unknown",neutral,program analyst popul health gold coast health plan camarillo ca unknown
"Geospatial Data Analyst Piper Networks San Diego, CA Unknown",negative,geospati data analyst piper network san diego ca unknown
"Analyst, Clinical Informatics Molina Healthcare Long Beach, CA Unknown",negative,analyst clinic informat molina healthcar long beach ca unknown
"Data Tracing Analyst 1 U.S. Bank National Association Oakland, CA Unknown",negative,data trace analyst 1 bank nation associ oakland ca unknown
"Program Analyst - AI SW Program Management Team Qualcomm San Diego, CA Unknown",negative,program analyst ai sw program manag team qualcomm san diego ca unknown
"Sr Data Analyst Disney Music Group Burbank, CA Unknown",negative,sr data analyst disney music group burbank ca unknown
"BUDGET ANALYST US Air Force Civilian Career Training Edwards AFB, CA Unknown",negative,budget analyst us air forc civilian career train edward afb ca unknown
"ADMINISTRATIVE ANALYST II City of Burbank, CA Burbank, CA Unknown",negative,administr analyst ii citi burbank ca burbank ca unknown
"Senior Specialist, Data and Reporting Lucile Packard Foundation Palo Alto, CA Senior",neutral,senior specialist data report lucil packard foundat palo alto ca senior
"Recruitment and Retention Data Analyst - SFPD (1823) City and County of San Francisco San Francisco, CA Unknown",negative,recruit retent data analyst sfpd 1823 citi counti san francisco san francisco ca unknown
"Business Analyst San Jose Water Company San Jose, CA Unknown",negative,busi analyst san jose water compani san jose ca unknown
"Data Analyst I Tarzana Treatment Center Woodland Hills, CA Unknown",negative,data analyst tarzana treatment center woodland hill ca unknown
Data Quality Analyst (SaPHIRE) Manifest Medex California Unknown,negative,data qualiti analyst saphir manifest medex california unknown
"Lead Business Analyst UST San Jose, CA Unknown",neutral,lead busi analyst ust san jose ca unknown
"Senior Data Analyst Evite, Inc. Glendale, CA Senior",neutral,senior data analyst evit glendal ca senior
"Business Intelligence Analyst Areli Coronado, CA Unknown",neutral,busi intellig analyst are coronado ca unknown
"IT Business Analyst Edgewater Federal Solutions, Inc. Livermore, CA Unknown",negative,busi analyst edgewat feder solut livermor ca unknown
"Business Systems Analyst San Francisco Health Plan San Francisco, CA Unknown",negative,busi system analyst san francisco health plan san francisco ca unknown
"Principal Business Data Analysis Intuit San Diego, CA Unknown",negative,princip busi data analysi intuit san diego ca unknown
"IT Security Analyst 3 - IS - Data Security - F/T (HYBRID) UC Irvine Health Orange, CA Unknown",negative,secur analyst 3 data secur hybrid uc irvin health orang ca unknown
"Health Benefits Analyst II-Behavioral Health (Open & Promotional) County of San Mateo San Mateo, CA Unknown",neutral,health benefit analyst health open promot counti san mateo san mateo ca unknown
"Provider Reimbursement Analyst III L.A. Care Health Plan Los Angeles, CA Unknown",negative,provid reimburs analyst iii care health plan lo angel ca unknown
"Financial Analyst Precision Castparts Corp. Mojave, CA Unknown",negative,financi analyst precis castpart mojav ca unknown
"Business Analyst Lyons Magnus LLC Fresno, CA Unknown",negative,busi analyst lyon magnu llc fresno ca unknown
"Technical Business Analyst Vetsource Ontario, CA Unknown",negative,technic busi analyst vetsourc ontario ca unknown
ENERGY ANALYST California Energy Commission United States Unknown,negative,energi analyst california energi commiss unit state unknown
"IT Business Analyst - Public Sector Projects Public Consulting Group Sacramento, CA Unknown",negative,busi analyst public sector project public consult group sacramento ca unknown
"Data Analyst ActionLink San Diego, CA Unknown",negative,data analyst actionlink san diego ca unknown
"Accounts Payable Data Analyst Forest Lawn Memorial-Park Association Glendale, CA Unknown",negative,account payabl data analyst forest lawn associ glendal ca unknown
"Data Analyst Orange County's Credit Union Santa Ana, CA Unknown",negative,data analyst orang counti credit union santa ana ca unknown
"Business Analyst SDI Presence Sacramento, CA Unknown",negative,busi analyst sdi presenc sacramento ca unknown
"Tax Consulting Data Analyst - Employee Retention Credit (Remote) Experian Costa Mesa, CA Unknown",negative,tax consult data analyst employe retent credit remot experian costa mesa ca unknown
"IT Business Analyst FLAG Gardena, CA Unknown",negative,busi analyst flag gardena ca unknown
"Business Analyst University of San Francisco San Francisco, CA Unknown",negative,busi analyst univers san francisco san francisco ca unknown
"Data Analyst 4 ASK Consulting San Jose, CA Unknown",negative,data analyst 4 ask consult san jose ca unknown
"Senior Capital Recovery Financial Analyst PG&E Corporation Oakland, CA Senior",positive,senior capit recoveri financi analyst pg e corpor oakland ca senior
"ASSOCIATE GOVERNMENTAL PROGRAM ANALYST Covered California Sacramento, CA Unknown",negative,associ government program analyst cover california sacramento ca unknown
"Operations Analyst Trojan Battery Santa Fe Springs, CA Unknown",negative,oper analyst trojan batteri santa fe spring ca unknown
"CRM Business Analyst Ctc Global Corporation Irvine, CA Unknown",negative,crm busi analyst ctc global corpor irvin ca unknown
"Senior Analyst RPA Santa Monica, CA Senior",neutral,senior analyst rpa santa monica ca senior
"IT Business Analyst Trainee, DCS IT Support – Spring 2024 Sony Pictures Entertainment, Inc. Culver City, CA Unknown",neutral,busi analyst traine dc support spring 2024 soni pictur entertain culver citi ca unknown
"UCPath Business Analyst University of California, Riverside Riverside, CA Unknown",negative,ucpath busi analyst univers california riversid riversid ca unknown
"Data Analyst Output Los Angeles, CA Unknown",negative,data analyst output lo angel ca unknown
"Expert Business Analyst- Flexible Location PG&E Corporation San Ramon, CA Unknown",neutral,expert busi flexibl locat pg e corpor san ramon ca unknown
"Senior Analyst, Investor Reporting Symmetry Lending Anaheim, CA Senior",neutral,senior analyst investor report symmetri lend anaheim ca senior
"Database Analyst AIDS Healthcare Foundation Los Angeles, CA Unknown",negative,databas analyst aid healthcar foundat lo angel ca unknown
"Data Analyst City of Fontana Fontana, CA Unknown",negative,data analyst citi fontana fontana ca unknown
"Budget Analyst California State University Fresno, CA Unknown",negative,budget analyst california state univers fresno ca unknown
"Budget/Business Analyst USC Los Angeles, CA Unknown",negative,analyst usc lo angel ca unknown
"Events Analyst University of California - Irvine Irvine, CA Unknown",negative,event analyst univers california irvin irvin ca unknown
